"UID","Product_ID","Full_Name","Category","Item","Retailer","Shelf_Price","Offer_Price_per_unit","Price_per_unit","Size","Unit","Date"
"NA Iceland Red Seedless Grapes (500g)",NA,"Iceland Red Seedless Grapes (500g)","Grapes","Iceland Red Seedless Grapes","Iceland",2,NA,4,"500g","Kg",2019-01-17
"NA Iceland Luxury Grapes (400g)",NA,"Iceland Luxury Grapes (400g)","Grapes","Iceland Luxury Grapes","Iceland",2,NA,5,"400g","Kg",2019-01-17
"454745 Oaklands White Seedless Grapes (500g)","454745","Oaklands White Seedless Grapes (500g)","Grapes","Oaklands White Seedless Grapes","Lidl",1.59,NA,3.18,"500g","Kg",2019-01-17
"454718 Oaklands Red Seedless Grapes (500g)","454718","Oaklands Red Seedless Grapes (500g)","Grapes","Oaklands Red Seedless Grapes","Lidl",1.59,NA,3.18,"500g","Kg",2019-01-17
"454338 Oaklands Black Seedless Grapes (500g)","454338","Oaklands Black Seedless Grapes (500g)","Grapes","Oaklands Black Seedless Grapes","Lidl",1.89,NA,3.78,"500g","Kg",2019-01-17
"454693 Oaklands Mixed Seedless Grapes (500g)","454693","Oaklands Mixed Seedless Grapes (500g)","Grapes","Oaklands Mixed Seedless Grapes","Lidl",1.89,NA,3.78,"500g","Kg",2019-01-17
"516043 Morrisons Wonky Grapes (500g)","516043","Morrisons Wonky Grapes (500g)","Grapes","Morrisons Wonky Grapes","Morrisons",1.25,NA,2.5,"500g","Kg",2019-01-17
"341840 Morrisons Black Grapes (400g)","341840","Morrisons Black Grapes (400g)","Grapes","Morrisons Black Grapes","Morrisons",2,NA,5,"400g","Kg",2019-01-17
"250893 Morrisons Seedless Green Grapes (400g)","250893","Morrisons Seedless Green Grapes (400g)","Grapes","Morrisons Seedless Green Grapes","Morrisons",2,3.75,5,"400g","Kg",2019-01-17
"243096 Morrisons Seedless Red Grapes (400g)","243096","Morrisons Seedless Red Grapes (400g)","Grapes","Morrisons Seedless Red Grapes","Morrisons",2,3.75,5,"400g","Kg",2019-01-17
"283518 Morrisons Grape Selection Pack (400g)","283518","Morrisons Grape Selection Pack (400g)","Grapes","Morrisons Grape Selection Pack","Morrisons",2,NA,5,"400g","Kg",2019-01-17
"460152 Morrisons The Best Sable Grapes (400g)","460152","Morrisons The Best Sable Grapes (400g)","Grapes","Morrisons The Best Sable Grapes","Morrisons",2,NA,5,"400g","Kg",2019-01-17
"443770 Morrisons Grapes (70g)","443770","Morrisons Grapes (70g)","Grapes","Morrisons Grapes","Morrisons",0.5,NA,7.14,"70g","Kg",2019-01-17
"456041 Morrisons The Best Season's Best Grapes (400g)","456041","Morrisons The Best Season's Best Grapes (400g)","Grapes","Morrisons The Best Season's Best Grapes","Morrisons",2,NA,5,"400g","Kg",2019-01-17
"292892 Ocado Grape Selection (500g)","292892","Ocado Grape Selection (500g)","Grapes","Ocado Grape Selection","Ocado",2,NA,4,"500g","Kg",2019-01-17
"119836 Ocado Green Seedless Grapes (500g)","119836","Ocado Green Seedless Grapes (500g)","Grapes","Ocado Green Seedless Grapes","Ocado",1.99,NA,3.18,"500g","Kg",2019-01-17
"440546 Waitrose Seedless Vitoria Grapes (400g)","440546","Waitrose Seedless Vitoria Grapes (400g)","Grapes","Waitrose Seedless Vitoria Grapes","Ocado",2.5,NA,4.15,"400g","Kg",2019-01-17
"125636 Ocado Red Seedless Grapes (500g)","125636","Ocado Red Seedless Grapes (500g)","Grapes","Ocado Red Seedless Grapes","Ocado",1.99,NA,3.98,"500g","Kg",2019-01-17
"042660 Essential Waitrose Red Seedless Grapes (500g)","042660","Essential Waitrose Red Seedless Grapes (500g)","Grapes","Essential Waitrose Red Seedless Grapes","Ocado",2,NA,4,"500g","Kg",2019-01-17
"026223 Essential Waitrose Green Seedless Grapes (500g)","026223","Essential Waitrose Green Seedless Grapes (500g)","Grapes","Essential Waitrose Green Seedless Grapes","Ocado",2,NA,4,"500g","Kg",2019-01-17
"335747 Ocado Black Seedless Grapes (500g)","335747","Ocado Black Seedless Grapes (500g)","Grapes","Ocado Black Seedless Grapes","Ocado",2,NA,4,"500g","Kg",2019-01-17
"026175 Essential Waitrose Grape Selection (500g)","026175","Essential Waitrose Grape Selection (500g)","Grapes","Essential Waitrose Grape Selection","Ocado",2.3,NA,4.6,"500g","Kg",2019-01-17
"263747 Waitrose 1 Sable Grapes (400g)","263747","Waitrose 1 Sable Grapes (400g)","Grapes","Waitrose 1 Sable Grapes","Ocado",2.99,NA,7.48,"400g","Kg",2019-01-17
"170609 Essential Waitrose Black Seedless Grapes (500g)","170609","Essential Waitrose Black Seedless Grapes (500g)","Grapes","Essential Waitrose Black Seedless Grapes","Ocado",2.5,NA,5,"500g","Kg",2019-01-17
"288334 Essential Waitrose Grape Selection (800g)","288334","Essential Waitrose Grape Selection (800g)","Grapes","Essential Waitrose Grape Selection","Ocado",4,NA,5,"800g","Kg",2019-01-17
"450795 Ethical Food Company Organic Grapes (400g)","450795","Ethical Food Company Organic Grapes (400g)","Grapes","Ethical Food Company Organic Grapes","Ocado",3.75,NA,9.38,"400g","Kg",2019-01-17
"NA Ravenhill Seedless Vitoria Grapes (500g)",NA,"Ravenhill Seedless Vitoria Grapes (500g)","Grapes","Ravenhill Seedless Vitoria Grapes","Ocado",3.99,NA,7.98,"500g","Kg",2019-01-17
"042659 Waitrose Duchy Organic Limited Selection Grapes (400g)","042659","Waitrose Duchy Organic Limited Selection Grapes (400g)","Grapes","Waitrose Duchy Organic Limited Selection Grapes","Ocado",2.99,NA,7.48,"400g","Kg",2019-01-17
"042615 Sainsbury's White Seedless Grapes (500g)","042615","Sainsbury's White Seedless Grapes (500g)","Grapes","Sainsbury's White Seedless Grapes","Sainsburys",1.95,NA,3.3,"500g","Kg",2019-01-17
"107839 Sainsbury's Red Seedless Grapes (500g)","107839","Sainsbury's Red Seedless Grapes (500g)","Grapes","Sainsbury's Red Seedless Grapes","Sainsburys",2,NA,4,"500g","Kg",2019-01-17
"083584 Sainsbury's Black Seedless Grapes (500g)","083584","Sainsbury's Black Seedless Grapes (500g)","Grapes","Sainsbury's Black Seedless Grapes","Sainsburys",2,NA,4,"500g","Kg",2019-01-17
"042614 Sainsbury's White & Red Seedless Grapes (500g)","042614","Sainsbury's White & Red Seedless Grapes (500g)","Grapes","Sainsbury's White & Red Seedless Grapes","Sainsburys",2.1,NA,4.2,"500g","Kg",2019-01-17
"065334 Sainsbury's Taste the Difference Sabel Black Grapes (400g)","065334","Sainsbury's Taste the Difference Sabel Black Grapes (400g)","Grapes","Sainsbury's Taste the Difference Sabel Black Grapes","Sainsburys",2,NA,5,"400g","Kg",2019-01-17
"166788 Sainsbury's Grapes (80g)","166788","Sainsbury's Grapes (80g)","Grapes","Sainsbury's Grapes","Sainsburys",0.55,NA,6.88,"80g","Kg",2019-01-17
"NA Sainsbury's Seeded Grapes (700g)",NA,"Sainsbury's Seeded Grapes (700g)","Grapes","Sainsbury's Seeded Grapes","Sainsburys",2.5,NA,3.57,"700g","Kg",2019-01-17
"NA Sainsbury's Grapes Mixed Seedless (750g)",NA,"Sainsbury's Grapes Mixed Seedless (750g)","Grapes","Sainsbury's Grapes Mixed Seedless","Sainsburys",2.95,NA,3.93,"750g","Kg",2019-01-17
"NA Sainsbury's Red Grapes (170g)",NA,"Sainsbury's Red Grapes (170g)","Grapes","Sainsbury's Red Grapes","Sainsburys",0.85,NA,5,"170g","Kg",2019-01-17
"NA Sainsbury's White Grapes (170g)",NA,"Sainsbury's White Grapes (170g)","Grapes","Sainsbury's White Grapes","Sainsburys",0.85,NA,5,"170g","Kg",2019-01-17
"025174 Sainsbury's Organic White Grapes (400g)","025174","Sainsbury's Organic White Grapes (400g)","Grapes","Sainsbury's Organic White Grapes","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-17
"488234 Sainsbury's Taste the Difference Vitoria Grape (400g)","488234","Sainsbury's Taste the Difference Vitoria Grape (400g)","Grapes","Sainsbury's Taste the Difference Vitoria Grape","Sainsburys",2,NA,5,"400g","Kg",2019-01-17
"NA Sainsbury's Taste the Difference Limited Edition Grapes (400g)",NA,"Sainsbury's Taste the Difference Limited Edition Grapes (400g)","Grapes","Sainsbury's Taste the Difference Limited Edition Grapes","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-17
"240688 Sainsbury's Taste the Difference Muscat Grapes (400g)","240688","Sainsbury's Taste the Difference Muscat Grapes (400g)","Grapes","Sainsbury's Taste the Difference Muscat Grapes","Sainsburys",2.5,NA,6.25,"400g","Kg",2019-01-17
"430409 Tesco Suntrail Farms Grapes (500g)","430409","Tesco Suntrail Farms Grapes (500g)","Grapes","Tesco Suntrail Farms Grapes","Tesco",1.25,NA,2.5,"500g","Kg",2019-01-17
"023938 Tesco Red Seedless Grapes (500g)","023938","Tesco Red Seedless Grapes (500g)","Grapes","Tesco Red Seedless Grapes","Tesco",2,NA,4,"500g","Kg",2019-01-17
"023940 Tesco Green Seedless Grapes (500g)","023940","Tesco Green Seedless Grapes (500g)","Grapes","Tesco Green Seedless Grapes","Tesco",2,NA,4,"500g","Kg",2019-01-17
"023935 Tesco Seedless Grape Selection (500g)","023935","Tesco Seedless Grape Selection (500g)","Grapes","Tesco Seedless Grape Selection","Tesco",2,NA,4,"500g","Kg",2019-01-17
"096943 Tesco Seedless Black Grapes (500g)","096943","Tesco Seedless Black Grapes (500g)","Grapes","Tesco Seedless Black Grapes","Tesco",2,NA,4,"500g","Kg",2019-01-17
"488875 Tesco Sable Seedless Grapes (400g)","488875","Tesco Sable Seedless Grapes (400g)","Grapes","Tesco Sable Seedless Grapes","Tesco",2,NA,5,"400g","Kg",2019-01-17
"439739 Tesco Red Seedless Grapes (Approx 500g)","439739","Tesco Red Seedless Grapes (Approx 500g)","Grapes","Tesco Green Seedless Grapes","Tesco",2,NA,4,"Approx 500g","Kg",2019-01-17
"439738 Tesco Green Seedless Grapes (Approx 500g)","439738","Tesco Green Seedless Grapes (Approx 500g)","Grapes","Tesco Red Seedless Grapes","Tesco",2,NA,4,"Approx 500g","Kg",2019-01-17
"046473 Tesco Grape Snack Pack (80g)","046473","Tesco Grape Snack Pack (80g)","Grapes","Tesco Grape Snack Pack","Tesco",0.5,5.21,6.25,"80g","Kg",2019-01-17
"536207 Tesco Grape Snack Pot (130g)","536207","Tesco Grape Snack Pot (130g)","Grapes","Tesco Grape Snack Pot","Tesco",1,NA,7.69,"130g","Kg",2019-01-17
"292682 Nature's Pick Fresh Kiwis (6)","292682","Nature's Pick Fresh Kiwis (6)","Kiwi","Nature's Pick Fresh Kiwis","Aldi",0.59,NA,0.098,"6","Each",2019-01-17
"475873 ASDA Farm Stores Kiwis (6)","475873","ASDA Farm Stores Kiwis (6)","Kiwi","ASDA Farm Stores Kiwis","ASDA",0.9,NA,0.15,"6","Each",2019-01-17
"076814 ASDA Grower's Selection Ready to Eat Kiwi Fruit (4)","076814","ASDA Grower's Selection Ready to Eat Kiwi Fruit (4)","Kiwi","ASDA Grower's Selection Ready to Eat Kiwi Fruit","ASDA",1.29,NA,0.25,"4","Each",2019-01-17
"341192 Iceland Farmer's Market Kiwi Fruit (6)","341192","Iceland Farmer's Market Kiwi Fruit (6)","Kiwi","Iceland Farmer's Market Kiwi Fruit","Iceland",1,NA,0.167,"6","Each",2019-01-17
"467294 Kiwi Fruit","467294","Kiwi Fruit","Kiwi","Kiwi Fruit","Lidl",0.16,NA,0.16,"1","Each",2019-01-17
"521114 Morrisons Wonky Kiwis (6)","521114","Morrisons Wonky Kiwis (6)","Kiwi","Morrisons Wonky Kiwis","Morrisons",0.74,NA,0.123,"6","Each",2019-01-17
"263750 Morrisons Kiwi (6)","263750","Morrisons Kiwi (6)","Kiwi","Morrisons Kiwi","Morrisons",1,NA,0.167,"6","Each",2019-01-17
"388959 Morrisons Kiwi (4)","388959","Morrisons Kiwi (4)","Kiwi","Morrisons Kiwi","Morrisons",1.5,NA,0.375,"4","Each",2019-01-17
"172498 Morrisons Organic Kiwis (4)","172498","Morrisons Organic Kiwis (4)","Kiwi","Morrisons Organic Kiwis","Morrisons",1,NA,0.25,"4","Each",2019-01-17
"026219 Essential Waitrose Kiwi Fruit (6)","026219","Essential Waitrose Kiwi Fruit (6)","Kiwi","Essential Waitrose Kiwi Fruit","Ocado",1,NA,0.167,"6","Each",2019-01-17
"026221 Waitrose Duchy Organic Kiwi Fruit (4)","026221","Waitrose Duchy Organic Kiwi Fruit (4)","Kiwi","Waitrose Duchy Organic Kiwi Fruit","Ocado",1,NA,0.25,"4","Each",2019-01-17
"512279 Waitrose Golden Kiwi Fruit (4)","512279","Waitrose Golden Kiwi Fruit (4)","Kiwi","Waitrose Golden Kiwi Fruit","Ocado",2,NA,0.5,"4","Each",2019-01-17
"046702 Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit (4)","046702","Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit (4)","Kiwi","Waitrose 1 Perfectly Ripe Hayward Kiwi Fruit","Ocado",2.15,NA,0.375,"4","Each",2019-01-17
"423548 Ethical Food Company Organic Kiwi Fruit (6)","423548","Ethical Food Company Organic Kiwi Fruit (6)","Kiwi","Ethical Food Company Organic Kiwi Fruit","Ocado",2.29,NA,0.305,"6","Each",2019-01-17
"513357 Waitrose Green Kiwi Fruit (4)","513357","Waitrose Green Kiwi Fruit (4)","Kiwi","Waitrose Green Kiwi Fruit","Ocado",1.7,NA,0.425,"4","Each",2019-01-17
"NA Ocado Ripe & Ready to Eat Kiwis (4)",NA,"Ocado Ripe & Ready to Eat Kiwis (4)","Kiwi","Ocado Ripe & Ready to Eat Kiwis","Ocado",1.5,NA,0.375,"4","Each",2019-01-17
"183848 Waitrose 1 Perfectly Ripe Gold Kiwi Fruit (3)","183848","Waitrose 1 Perfectly Ripe Gold Kiwi Fruit (3)","Kiwi","Waitrose 1 Perfectly Ripe Gold Kiwi Fruit","Ocado",1.95,NA,0.65,"3","Each",2019-01-17
"NA Wholegood Organic Kiwi Fruit (6)",NA,"Wholegood Organic Kiwi Fruit (6)","Kiwi","Wholegood Organic Kiwi Fruit","Ocado",2.24,NA,0.373,"6","Each",2019-01-17
"NA Natoora Ripe French Kiwis (2)",NA,"Natoora Ripe French Kiwis (2)","Kiwi","Natoora Ripe French Kiwis","Ocado",2.99,NA,1.5,"2","Each",2019-01-17
"204012 Sainsbury's Kiwi Fruit (6)","204012","Sainsbury's Kiwi Fruit (6)","Kiwi","Sainsbury's Kiwi Fruit","Sainsburys",0.85,NA,0.142,"6","Each",2019-01-17
"042604 Sainsbury's Kiwi Fruit Ripe and Ready (4)","042604","Sainsbury's Kiwi Fruit Ripe and Ready (4)","Kiwi","Sainsbury's Kiwi Fruit Ripe and Ready","Sainsburys",1.5,NA,0.375,"4","Each",2019-01-17
"065337 Sainsbury's Taste the Difference Golden Kiwi (4)","065337","Sainsbury's Taste the Difference Golden Kiwi (4)","Kiwi","Sainsbury's Taste the Difference Golden Kiwi","Sainsburys",1.75,NA,0.438,"4","Each",2019-01-17
"042603 Sainsbury's Kiwi Fruit","042603","Sainsbury's Kiwi Fruit","Kiwi","Sainsbury's Kiwi Fruit","Sainsburys",0.25,NA,0.25,"1","Each",2019-01-17
"025159 Sainsbury's Organic Kiwi Fruit (4)","025159","Sainsbury's Organic Kiwi Fruit (4)","Kiwi","Sainsbury's Organic Kiwi Fruit","Sainsburys",1,NA,0.25,"4","Each",2019-01-17
"428026 Tesco Suntrail Farms Kiwi (6)","428026","Tesco Suntrail Farms Kiwi (6)","Kiwi","Tesco Suntrail Farms Kiwi","Tesco",0.71,NA,0.118,"6","Each",2019-01-17
"023871 Tesco Large Kiwi","023871","Tesco Large Kiwi","Kiwi","Tesco Large Kiwi","Tesco",0.3,NA,0.3,"1","Each",2019-01-17
"023910 Tesco Organic Kiwi Fruit (4)","023910","Tesco Organic Kiwi Fruit (4)","Kiwi","Tesco Organic Kiwi Fruit","Tesco",1.15,NA,0.288,"4","Each",2019-01-17
"046412 Tesco Ripe & Ready Kiwi (4)","046412","Tesco Ripe & Ready Kiwi (4)","Kiwi","Tesco Ripe & Ready Kiwi","Tesco",1.5,NA,0.375,"4","Each",2019-01-17
"526860 Tesco Supersweet Gold Kiwi (3)","526860","Tesco Supersweet Gold Kiwi (3)","Kiwi","Tesco Supersweet Gold Kiwi","Tesco",1.5,NA,0.5,"3","Each",2019-01-17
"042736 ASDA Grower's Selection Little Gem Lettuce (2)","042736","ASDA Grower's Selection Little Gem Lettuce (2)","Lettuce","ASDA Grower's Selection Little Gem Lettuce","ASDA",0.65,NA,0.325,"2","Each",2019-01-17
"042735 ASDA Grower's Selection Iceberg Lettuce","042735","ASDA Grower's Selection Iceberg Lettuce","Lettuce","ASDA Grower's Selection Iceberg Lettuce","ASDA",0.6,NA,0.6,"1","Each",2019-01-17
"479799 ASDA Farm Stores Round Lettuce","479799","ASDA Farm Stores Round Lettuce","Lettuce","ASDA Farm Stores Round Lettuce","ASDA",0.4,NA,0.4,"1","Each",2019-01-17
"027431 ASDA Grower's Selection Hearts of Romaine Lettuce (2)","027431","ASDA Grower's Selection Hearts of Romaine Lettuce (2)","Lettuce","ASDA Grower's Selection Hearts of Romaine Lettuce","ASDA",0.95,NA,0.475,"2","Each",2019-01-17
"027442 ASDA Organic Grower's Selection Lettuce","027442","ASDA Organic Grower's Selection Lettuce","Lettuce","ASDA Organic Grower's Selection Lettuce","ASDA",1.17,NA,1.17,"1","Each",2019-01-17
"042734 ASDA Grower's Selection Chinese Leaf Lettuce","042734","ASDA Grower's Selection Chinese Leaf Lettuce","Lettuce","ASDA Grower's Selection Chinese Leaf Lettuce","ASDA",0.75,NA,0.75,"1","Each",2019-01-17
"341178 Iceland Farmer's Market Whole Iceberg Lettuce","341178","Iceland Farmer's Market Whole Iceberg Lettuce","Lettuce","Iceland Farmer's Market Whole Iceberg Lettuce","Iceland",0.6,NA,0.6,"1","Each",2019-01-17
"455674 Oaklands Little Gem Lettuce (2)","455674","Oaklands Little Gem Lettuce (2)","Lettuce","Oaklands Little Gem Lettuce","Lidl",0.62,NA,0.31,"2","Each",2019-01-17
"454624 Oaklands Iceberg Lettuce","454624","Oaklands Iceberg Lettuce","Lettuce","Oaklands Iceberg Lettuce","Lidl",0.58,NA,0.58,"1","Each",2019-01-17
"454723 Oaklands Romaine Hearts (2)","454723","Oaklands Romaine Hearts (2)","Lettuce","Oaklands Romaine Hearts","Lidl",0.92,NA,0.46,"2","Each",2019-01-17
"454726 Oaklands Salad Trio","454726","Oaklands Salad Trio","Lettuce","Oaklands Salad Trio","Lidl",1,NA,1,"1","Each",2019-01-17
"171906 Morrisons Little Gem Lettuce (2)","171906","Morrisons Little Gem Lettuce (2)","Lettuce","Morrisons Little Gem Lettuce","Morrisons",0.85,NA,0.425,"2","Each",2019-01-17
"243089 Morrisons Round Lettuce","243089","Morrisons Round Lettuce","Lettuce","Morrisons Round Lettuce","Morrisons",0.65,NA,0.65,"1","Each",2019-01-17
"171901 Morrisons Iceberg Lettuce","171901","Morrisons Iceberg Lettuce","Lettuce","Morrisons Iceberg Lettuce","Morrisons",0.7,NA,0.7,"1","Each",2019-01-17
"386202 Morrisons Red Gem Lettuce (2)","386202","Morrisons Red Gem Lettuce (2)","Lettuce","Morrisons Red Gem Lettuce","Morrisons",0.85,NA,0.425,"2","Each",2019-01-17
"312174 Morrisons Organic Little Gem Lettuce (2)","312174","Morrisons Organic Little Gem Lettuce (2)","Lettuce","Morrisons Organic Little Gem Lettuce","Morrisons",1.62,NA,0.81,"2","Each",2019-01-17
"516045 Morrisons Curly Lettuce","516045","Morrisons Curly Lettuce","Lettuce","Morrisons Curly Lettuce","Morrisons",0.67,NA,0.67,"1","Each",2019-01-17
"171959 Morrisons Romaine Hearts (2)","171959","Morrisons Romaine Hearts (2)","Lettuce","Morrisons Romaine Hearts","Morrisons",1,NA,0.5,"2","Each",2019-01-17
"NA Morrisons The Best Sweet Gem Lettuce (2)",NA,"Morrisons The Best Sweet Gem Lettuce (2)","Lettuce","Morrisons The Best Sweet Gem Lettuce","Morrisons",1.25,NA,0.625,"2","Each",2019-01-17
"042873 Waitrose Duchy Organic Little Gem Lettuce (2)","042873","Waitrose Duchy Organic Little Gem Lettuce (2)","Lettuce","Waitrose Duchy Organic Little Gem Lettuce","Ocado",1.6,NA,0.8,"2","Each",2019-01-17
"071285 Waitrose Chinese Leaf Lettuce","071285","Waitrose Chinese Leaf Lettuce","Lettuce","Waitrose Chinese Leaf Lettuce","Ocado",1.3,NA,1.3,"1","Each",2019-01-17
"023790 Waitrose Duchy Organic Romaine Lettuce","023790","Waitrose Duchy Organic Romaine Lettuce","Lettuce","Waitrose Duchy Organic Romaine Lettuce","Ocado",1.69,NA,1.69,"1","Each",2019-01-17
"474446 O'live Organic Little Gem (2)","474446","O'live Organic Little Gem (2)","Lettuce","O'live Organic Little Gem","Ocado",1.59,NA,0.795,"2","Each",2019-01-17
"462745 O'live Organic Romaine Lettuce","462745","O'live Organic Romaine Lettuce","Lettuce","O'live Organic Romaine Lettuce","Ocado",1.79,1.43,1.79,"1","Each",2019-01-17
"042843 Sainsbury's Little Gem Lettuce (2)","042843","Sainsbury's Little Gem Lettuce (2)","Lettuce","Sainsbury's Little Gem Lettuce","Sainsburys",0.9,NA,0.45,"2","Each",2019-01-17
"042841 Sainsbury's Iceberg Lettuce","042841","Sainsbury's Iceberg Lettuce","Lettuce","Sainsbury's Iceberg Lettuce","Sainsburys",0.65,NA,0.65,"1","Each",2019-01-17
"027801 Sainsbury's Sweet Gem Lettuce (2)","027801","Sainsbury's Sweet Gem Lettuce (2)","Lettuce","Sainsbury's Sweet Gem Lettuce","Sainsburys",1,NA,0.4,"2","Each",2019-01-17
"027799 Sainsbury's Organic Little Gem Lettuce (2)","027799","Sainsbury's Organic Little Gem Lettuce (2)","Lettuce","Sainsbury's Organic Little Gem Lettuce","Sainsburys",1.25,NA,0.625,"2","Each",2019-01-17
"042844 Sainsbury's Round Lettuce","042844","Sainsbury's Round Lettuce","Lettuce","Sainsbury's Round Lettuce","Sainsburys",0.65,NA,0.65,"1","Each",2019-01-17
"042842 Sainsbury's Curly Leaf Lettuce","042842","Sainsbury's Curly Leaf Lettuce","Lettuce","Sainsbury's Curly Leaf Lettuce","Sainsburys",0.65,NA,0.65,"1","Each",2019-01-17
"042774 Sainsbury's Chinese Leaf Lettuce","042774","Sainsbury's Chinese Leaf Lettuce","Lettuce","Sainsbury's Chinese Leaf Lettuce","Sainsburys",1.25,NA,1.25,"1","Each",2019-01-17
"042845 Sainsbury's Romaine Lettuce Hearts (2)","042845","Sainsbury's Romaine Lettuce Hearts (2)","Lettuce","Sainsbury's Romaine Lettuce Hearts","Sainsburys",1,NA,0.5,"2","Each",2019-01-17
"065715 Sainsbury's Red Mini Cos Lettuce (2)","065715","Sainsbury's Red Mini Cos Lettuce (2)","Lettuce","Sainsbury's Red Mini Cos Lettuce","Sainsburys",1,NA,0.5,"2","Each",2019-01-17
"114721 Sainsbury's Organic Cos Lettuce","114721","Sainsbury's Organic Cos Lettuce","Lettuce","Sainsbury's Organic Cos Lettuce","Sainsburys",1.25,NA,1,"1","Each",2019-01-17
"026562 Tesco Little Gem Lettuce (2)","026562","Tesco Little Gem Lettuce (2)","Lettuce","Tesco Little Gem Lettuce","Tesco",0.85,NA,0.245,"2","Each",2019-01-17
"125894 Tesco Sweet Gem Lettuce (2)","125894","Tesco Sweet Gem Lettuce (2)","Lettuce","Tesco Sweet Gem Lettuce","Tesco",1,NA,0.5,"2","Each",2019-01-17
